reviewContent,sentiment,corpus
"Brngnya sudh sampai dirumh, setelh di coba barangnya bagus, gambarnya jernih, sesuai deskripsi,, Pengirimannya cepat banget sesuai estimasi, dan kemasannya rapih pakai kayu/papan, thanks Lazada sukses trus,, 👍🙏",positif,brngnya dirumh setelh coba barang bagus gambar jernih sesuai deskripsi kirim cepat banget sesuai estimasi kemas rapi pakai kayupapan terima kasih lazada sukses
baru bisa kasih ulasan. good job lazada. akhirnya paket selamat meski harus kirim paket ulang k malang. yg penting baik. sesuai apa yg ku inginkan. Thx LAZADA.,positif,kasih ulas good job lazada paket selamat kirim paket ulang k malang sesuai ku terima kasih lazada
Bagus k tdk,positif,bagus k
"produk mantap, kualitas mantap, harga mantap",positif,produk mantap kualitas mantap harga mantap
udah d coba connect n bgus ori juga,positif,coba connect bagus orisinal
di jamin gk nyesel....sesuai kok dtgnya juga cepet.,positif,jamin nyeselsesuai dtgnya cepat
"murah, original, packing baik,cepat sampai",positif,murah original packing baikcepat
"Barangnya overall bagus, murah juga, cuma kirimnya aja yg agak lama, 5 hari. Masih awet ampe skrg",positif,barang overall bagus murah kirim 5 awet
"Berfungsi dengan baik, mudah2 awet. Amiiin.",positif,fungsi mudah mudah awet amin
"makasih cepet sampenya cuman 2 hari sampe, semoga awet tv nya",positif,terima kasih cepat sampenya 2 moga awet televisi nya
"baguuus,barangnya sesuai dengan gambar,tapi belum di cobra.",positif,bagusbarangnya sesuai gambartapi cobra
mNtap lah.... sepertinya kebesaran untuk ruangan.. tp keren ini tv,positif,mntap ruang keren televisi
"mantapp pengiriman cepat, barangnya juga bagus dan awett. thx lazada",positif,mantap kirim cepat barang bagus awett terima kasih lazada
"mantab...barang ok, kiriman cepat",positif,mantabbarang oke kirim cepat
Kapan geratis :),positif,gerat
dengan harga hampir 2 juta rupiah TV ini jadi tv android termurah meskipun kualitas layarnya cuma masih HD namun cukup mumpuni sbg tv android. sayang tidak ada saluran TV Digital. overall recomended banget,positif,harga 2 juta rupiah televisi televisi android murah kualitas layar high definition mumpuni televisi android sayang salur televisi digital overall recomended banget
"mantap pket cpat smpai, wlpun brang yg lum di buka smga berfungsi dgn baik. mksh lazada, slalu puas blanja di lazada",positif,mantap pket cepat brang buka moga fungsi terima kasih lazada puas blanja lazada
Pesanan barang saya sesuai dgn gambar yg dipromosikan 👍.,positif,pesan barang sesuai gambar promosi
"flash disk sangat baik ,udh di coba reel kapasitas ,,trimks",positif,flash disk coba reel kapasitas trimks
"Thanks, barang sudah diterima, mendarat dengan selamat, cepat sampai, packing Ok, barang juga Ok sesuai deskripsi, berfungsi dengan baik... secara keseluruhan Mantap....",positif,terima kasih barang terima darat selamat cepat packing oke barang oke sesuai deskripsi fungsi mantap
"Os.nya w10 sudah di aktivasi.  Officenya masa berlaku sampai 4 september 2019. perlu di aktivasi. Keyboard nyaman. layar luas enak. touchpad, aga lama responnya. kurang cepet.",positif,osnya w10 aktivasi officenya laku 4 september 2019 aktivasi keyboard nyaman layar luas enak touchpad aga responnya cepat
barangnya original so.good,positif,barang original sogood
"alhamdlillah barang'a dah sampe dan waktu pertama coba nyalain sampe kaget juga gx nyala"" setelah d kasih tau teman baru bisa tks lazada",positif,alhamdlillah baranga coba nyala kaget nyala kasih tau teman tks lazada
"Barang sudah di terima, pengiriman sesuai estimasi yg di berikan lazada",positif,barang terima kirim sesuai estimasi ikan lazada
"paket diterima dalam kondisi baik & berfungsi normal. sangat disayangkan kolom kelurahan pada sistem lazada tidak tercetak pada lembar alamat tujuan yang tertempel di paket, sehingga menyulitkan mitra kurir",positif,paket terima kondisi fungsi normal sayang kolom lurah sistem lazada cetak lembar alamat tuju tempel paket sulit mitra kurir
"biar bintang yg berbicara , thanks lazada n seller good job 👍👍",positif,biar bintang bicara terima kasih lazada seller good job
"alhamdulillah barang sudah sampai ke purwokerto, semoga awet",positif,alhamdulillah barang purwokerto moga awet
"kereeen. pengiriman super fast , nyampe di hari yang sama. pesan jam 00.00 sampe jam 17.30 . kualitas oke , udah dicoba. semoga aweeeet!!!! thank you lazadaaaaa❤",positif,keren kirim super fast pesan jam 0 jam 1730 kualitas oke coba moga awet terima kasih lazada
"ok, mantap , barang bagus,sesuai ama harga, pelayanan bagus ramah",positif,oke mantap barang bagussesuai harga layan bagus ramah
"barang bagus,ori...",positif,barang bagusori
TV dalam keadaan baik...sayang bracketnya tdk d sertakan.,positif,televisi baiksayang bracketnya
barang nya bagus dan proses pengirimannya cepat. terimakasih Lazada,positif,barang nya bagus proses kirim cepat terima kasih lazada
"barang bagus sesuai dengan produk yg d tawarkan, packing aman dan pengiriman barang standar sesuai prediksi. maaf baru rate",positif,barang bagus sesuai produk tawar packing aman kirim barang standar sesuai prediksi maaf rate
mksh byk lazada,positif,terima kasih lazada
"Barang diterima dgn baik, kualitasnya juga terlihat baguss!!! 👍👍👍",positif,barang terima kualitas lihat bagus
Paket dinfokn nyampe tanggal 31 padahal 28 udh sya trima.. paket rapi dan aman.. utk Tv nya keren kualitasnya.. murah tp gk murahan..,positif,paket dinfokn tanggal 31 28 terima paket rapi aman televisi nya keren kualitas murah murah
belum dicoba sih. Tapi bagus packing baik,positif,coba sih bagus packing
cuma dapet ini doang...,positif,doang
"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",positif,minat orderpesan barang sila add whatsappwa 085200343400langsung reseller tokoterimah kasih
"brang bagus, sering2 promo jg lah",positif,brang bagus promo
"packing rapi, barang nya sesuai dengan gambar & kualitas nya mantap jiwa pokoknya 👍👍👍👍👍",positif,packing rapi barang nya sesuai gambar kualitas nya mantap jiwa pokok
barangnya sudah diterima sengan baik meski cuma di bubblewrap. mulus ga ada pecah atau retak. oke banget dgn harga dibwh 4jt.. cukup puas dengan tv nya. tp syg krna udh ga gratis ongkir jd meati byr ongkir trus ternyata ongkirnya beda2.. jd bingung yg bner yg mana antara resi di stiker pengiriman dan bayarnya. sama yg gratis2 itu saya agak bingung si krna kayanya msh ada yg terkunci jd alhasil saya pke akun saya sndri..,positif,barang terima seng bubblewrap mulus pecah retak oke banget harga dibwh 4jt puas televisi nya sayang gratis ongkos kirim meati bayar ongkos kirim nyata ongkirnya beda beda bingung resi stiker kirim bayar gratis2 bingung sih kunci alhasil pakai akun
"barang bagus pengiriman pas,",positif,barang bagus kirim pas
Barang sudah sampai dengan selamat dan sesuai dengan spec thanks lazada & kenkez.,positif,barang selamat sesuai spec terima kasih lazada kenkez
"Cukup baik sesuai dengan harga barangnya,pengirimannya terlalu lama",positif,sesuai harga barangnyapengirimannya
barang cepat sampai,positif,barang cepat
Barang gak sampai samapi cekresi gak bisa,positif,barang cekres
"dengan harga segitu tergolong murah, walapun koneksi masih menggunakan usb male - male. tapi produk masih awet.",positif,harga golong murah walapun koneksi usb male male produk awet
josss... moga awet,positif,jos moga awet
"Paket nya cepat sampai, barang bagus sesuai deskripsi, untuk seller saya kasih jempol dua.",positif,paket nya cepat barang bagus sesuai deskripsi seller kasih jempol
"Mantap tv jernih dan lgsung dapat update ketika tersambung di wifi. Remote responsif. Desain oke, pesan senin siang, selasa siang dah sampe. Jos coocaa.",positif,mantap televisi jernih langsung sambung wifi remote responsif desain oke pesan senin siang selasa siang hebat coocaa
ok baner,positif,oke baner
Barangnya sesuai deskripsi..Berkualitas..Sangat amat puas sekali..Lazada memang The Best..,positif,barang sesuai deskripsiberkualitassangat puas sekalilazada the best
"Alhamdulillah barang ok,, 👍 semoga awet..",positif,alhamdulillah barang oke moga awet
Murah disini adalah ukuran dan sytemnya yg sudah android.,positif,murah ukur sytemnya android
Gan...ini ko TV nya pas sudah 1 bulan malah rusak / tidak berwarnaa...tolong konfrmasi nya ...jangan menipu,positif,ganini televisi nya pas 1 rusak berwarnaatolong konfrmasi nya tipu
"mantul banget, TV nya Mewah tampilanya.. tp belum bs d nyalain krena belum sempet beli antena.. hehe tp keren deh pkoknya. gak nyesel order d sini. barangnya cpet bnget d kirim. order tengah malam besok siangnya udah sampek. packing Aman pokoknya. thanks Lazada",positif,mantap banget televisi nya mewah tampilanya nyala beli antena hehe keren deh pokok sesal order barang cepat banget kirim order malam besok siang packing aman pokok terima kasih lazada
"Barang sesuai dengan ekspektasi, pengiriman tergolong cepat,  respon cepat,  kerenlah pokoknya",positif,barang sesuai ekspektasi kirim golong cepat respon cepat keren pokok
"paking rapi pake bubble, sayang gak pake packing kayu. setelah dicek barang diterima dg baik. pengiriman cepat... mantul... mantulll. 😊",positif,paking rapi pakai bubble sayang pakai packing kayu cek barang terima kirim cepat mantap mantul
"barang diterima dengan baik semua berfungsi dengan baik. cuma pas dinyalaain notebook ini belum di instal jadi bawa ke toko komputer aja biar gak pusing instal cuma 50rb setelah beres semuanya lancar jaya notebook ini harus gunakan Windows10. utk harga segini sih termasuk murah di tempat saya lampung, notebook ini ditoko 3,1. apa lagi kalo kita dapet diskon 2,7jt pas ulta lazadah lebih murah lagi hehheh TQ lazada semoga maju terus",positif,barang terima fungsi pas dinyalaain notebook instal bawa toko komputer biar pusing instal puluh ribu beres lancar jaya notebook windows10 harga gin sih masuk murah lampung notebook toko 31 diskon 27jt pas ulta lazadah murah hehheh terima kasih lazada moga maju
"terima kasih banyak, Sangat baik",positif,terima kasih
good lazada,positif,good lazada
tmakasih lazada.  kiriman dah sampai dalam kondisi baik n pengiriman suoer cepat oleh Ninja.  moga lazada makin jaya,positif,tmakasih lazada kirim kondisi kirim suoer cepat ninja moga lazada jaya
kacau kemasan cuma dibungkus plastik... tpi gpp lah yg penting flash disknya kebaca dengan baik,positif,kacau kemas bungkus plastik flash disknya baca
Sangat puas dengan hasilnya😁👍 Sesuai dgn yg dipesan..Terima kasih yaa👍👍,positif,puas hasil sesuai dipesanterima kasih yaa
Cheap price but high quality ..Working well.,positif,cheap price but high quality working well
"TV nya bagus, layar jernih, fitur lengkap, voice command remote bekerja normal. recommended!!",positif,televisi nya bagus layar jernih fitur lengkap suara command remote kerja normal recommended
"Alhamdulillah barang sudah kami terima dengan baik dan dalam kondisi baik. TV rasa HP semua dalam genggaman,,,di ga perlu rebutan lg antara emak sama anak saat mau nonton yutup. thx Lazada..pengiriman cepet juga. recomended lah,",positif,alhamdulillah barang terima kondisi televisi handphone genggamandi rebut emak anak tonton youtube terima kasih lazadapengiriman cepat recomended
barang ok sesuai iklan pengiriman super mantap buat kurirnya dan ramah mudah mudahan tv nya awet thank lazada n lapak sukses slalu,positif,barang oke sesuai iklan kirim super mantap kurir ramah mudah mudah televisi nya awet terima kasih lazada lapak sukses
"pesan 11.11 jam 00.00    estimasi sampai 19.11      datang  22.11    sedikit kecewa sama pengiriman nya, tapi lumayan maklum sih sama barang yg lumayan gede ditambah lokasi yg jauh, pas barangnya tiba dan liat isi packing kayu jadi langsung ngerasa aman    thanks coocaa",positif,pesan 1 jam 0 estimasi 1911 2211 kecewa kirim nya lumayan maklum sih barang lumayan gede lokasi pas barang lihat isi packing kayu langsung aman terima kasih coocaa
"sudah sampe , packing rapi. cepat prosesnya trmksh TOKO KLIK n  LAZADA 👍👍😀",positif,packing rapi cepat proses terima kasih toko klik lazada
"pket sudah diterima,mkasih lazada,seller dan kurir ramah,semoga awet",positif,pket diterimamkasih lazadaseller kurir ramahsemoga awet
barang bagus,positif,barang bagus
"Saya suka,, barang bagussss,, makasih lazada",positif,suka barang bagus terima kasih lazada
"Terima Kasih Lazada & Ridista Online Barang Sudah di terima, Packaging Biasa aja, di label sii Barang Original dan Bergaransi 5 Tahun walaupun belum di pake semoga tidak mengecewakan dan dapat nomor undian juga #YearEndEvent.",positif,terima kasih lazada ridista online barang terima packaging label sih barang original garansi 5 pakai moga kecewa nomor undi yearendevent
"barang tiba ditempat dgn aman,pengiriman lumayan cepat&Polytron nya mantap,trimakasih Seller&lazada.",positif,barang amanpengiriman lumayan cepatpolytron nya mantaptrimakasih sellerlazada
"Barang bagus, sesuai deskripsi",positif,barang bagus sesuai deskripsi
"barang ok,kemasan rapih...",positif,barang okkemasan rapi
Sesuai pesanan. mantap. sudah berfungsi dengan baik,positif,sesuai pesan mantap fungsi
barang sesuai dengan gambar semoga awet,positif,barang sesuai gambar moga awet
"bagus, barang sesuai dan harga lumayan murah. cuma pengiriman aja agak telat",positif,bagus barang sesuai harga lumayan murah kirim telat
"tanggal 17 agustus jam 8 malam pesan. tanggal 18 agustus jam 3 sore langsung datang. mantap. terima kasih lazada, seller, kurir",positif,tanggal 17 agustus jam 8 malam pesan tanggal 18 agustus jam 3 sore langsung mantap terima kasih lazada seller kurir
barang dikemas apik laptop mulus,positif,barang kemas apik laptop mulus
"mantul, pengiriman cepat,,, maaf baru kasih ulasan dan sukses terus",positif,mantap kirim cepat maaf kasih ulas sukses
"ngebungkusnya rapih dan pakai kayu, waktu pengiriman nya cuman telat 3hari sih tapi ok ok aja. dan kualitas barang emang super bagus deh",positif,ngebungkusnya rapi pakai kayu kirim nya telat 3hari sih oke oke kualitas barang super bagus deh
barang bagus sesuai dengan pesanan,positif,barang bagus sesuai pesan
saya kira bagus saya buat nyimpan file semua sudah terpinda saya buka eee mala gak ada semua terimakasih atas kwlitas barangnya,positif,bagus simpan file pinda buka e mala terima kasih kwlitas barang
"barang good, pengiriman cepat, kurir mantap ramah, makasih lazada",positif,barang good kirim cepat kurir mantap ramah terima kasih lazada
"Bagus... Warna dan Suara dr tv ok Sempet cemas sama lcd nya.. Khawatir retak atau gores, ternyata aman....  Bisa untuk di jadiin bahan kreditan nh Recomended",positif,bagus warna suara televisi oke cemas lcd nya khawatir retak gores nyata aman bahan kredit nih recomended
"Ikut flash sale ulang tahun coocaa, harga promo plus gratis ongkir. 2 hari langsung sampe. Barang oke, dan overall sih memuaskan. Thank you Lazada n Coocaa...",positif,flash sale ulang coocaa harga promo plus gratis ongkos kirim 2 langsung barang oke overall sih muas terima kasih lazada coocaa
"Paket sudah mendarat, smoga awet, baut kecilny emang kurang 2... Thx buat sellerny... Thx Lazada",positif,paket darat moga awet baut kecilny 2 terima kasih sellerny terima kasih lazada
barang ok,positif,barang oke
barang bs dipakai dan sesuai terimakasih🙏🙏🙏,positif,barang pakai sesuai terimakasih
